Цена,Акустическая схема,Таймер включения/выключения,Разъем для наушников,Встроенный сабвуфер,Прогрессивная развертка,Вес без подставки,Время отклика пикселя,Гарантия,Разрешение,Поддержка NFC,Управление со смартфона,Встроенный Wi-Fi,Встроенный Bluetooth,Поддержка HDR,Контрастность,Размер VESA,Телетекст,Яркость экрана,Мощность сабвуфера,Частота обновления,Родительский контроль,Диагональ,Страна производитель,Операционная система,Название,Соотношение сторон,Объем встроенной памяти,Объем оперативной памяти,Рейтинг,Количество отзывов,Тип панели,Цвет,Цифровое шумоподавление
28820.0,4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,7,1.0,0.0,0,0.0,0.0,0.0,0,1,"55"" telefunken tf-led55s14t2su(черный)\h",0,8.0,1.5,0.0,0.0,6,0,0.0
16490.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,0.0,0.0,0,0.0,1.0,0.0,0,7,"40"" supra stv-lc40st0155fsb.",0,8.0,1.0,0.0,0.0,6,0,0.0
24990.0,4,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,8,"50"" bbk 50lex-8287/uts2c",0,8.0,1.5,0.0,0.0,6,0,0.0
17440.0,4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,1,"43"" telefunken tf-led43s96t2s(черный)\h",0,8.0,1.0,0.0,0.0,6,0,0.0
99990.0,4,0.0,0.0,0.0,0.0,26.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,9,1.0,0.0,0,0.0,1.0,0.0,0,5,"75"" hisense 75a6k",0,0.0,0.0,0.0,0.0,6,0,0.0
119990.0,4,0.0,1.0,0.0,0.0,27.9,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,9,0.0,0.0,0,0.0,0.0,0.0,0,5,"75"" hisense 75a7gq",0,0.0,0.0,0.0,0.0,6,0,1.0
59990.0,4,0.0,0.0,0.0,0.0,16.5,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,9,1.0,0.0,0,0.0,1.0,0.0,0,5,"65"" hisense 65a6k",0,0.0,0.0,0.0,0.0,6,0,0.0
39990.0,4,0.0,0.0,0.0,0.0,10.9,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,5,1.0,0.0,0,0.0,1.0,0.0,0,5,"55"" hisense 55a6k",0,0.0,0.0,0.0,0.0,6,0,0.0
34990.0,4,0.0,0.0,0.0,0.0,9.5,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,5,1.0,0.0,0,0.0,1.0,0.0,0,5,"50"" hisense 50a6k",0,0.0,0.0,0.0,0.0,6,0,0.0
32570.0,4,0.0,0.0,0.0,0.0,6.8,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,4,1.0,0.0,0,0.0,1.0,0.0,0,5,"43"" hisense 43a6k",0,0.0,0.0,0.0,0.0,6,0,0.0
26990.0,4,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,1,"55"" supra stv-lc55st0045u",0,8.0,1.5,0.0,0.0,6,0,0.0
15950.0,4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,0,"39"" supra stv-lc39lt0045w",0,0.0,0.0,0.0,0.0,6,0,0.0
10790.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,3,0.0,0.0,0,0.0,1.0,0.0,0,7,"32"" supra stv-lc32st0155wsb.",0,8.0,1.0,0.0,0.0,6,0,0.0
11850.0,0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,1,"32"" supra stv-lc32st0045w",0,8.0,1.0,0.0,0.0,6,0,0.0
8490.0,4,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0,7,"24"" supra stv-lc24st0155wsb",0,8.0,0.0,0.0,0.0,6,0,0.0
9200.0,0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,"23.6"" supra stv-lc24lt0045w",0,0.0,0.0,0.0,0.0,6,0,0.0
43200.0,4,0.0,0.0,0.0,0.0,0.0,8.0,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,0.0,280.0,0,60.0,1.0,147.0,10,1,"58"" centek ct-8558",1,0.0,0.0,0.0,0.0,3,0,0.0
36500.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,1.0,250.0,0,60.0,1.0,127.0,10,1,"50"" centek ct-8550",1,8.0,1.5,0.0,0.0,3,0,1.0
17500.0,4,0.0,1.0,0.0,0.0,0.0,6.5,12.0,1,0.0,0.0,1.0,1.0,0.0,3000,3,1.0,200.0,0,60.0,1.0,81.0,10,1,"32"" centek ct-8532",1,8.0,1.0,0.0,0.0,3,0,0.0
21200.0,4,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2,0.0,0.0,0.0,0.0,0.0,1200,3,1.0,220.0,0,60.0,1.0,109.0,10,0,"43"" centek ct-8643",1,0.0,0.0,0.0,0.0,3,0,0.0
19500.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2,0.0,0.0,0.0,0.0,0.0,5000,3,1.0,220.0,0,60.0,1.0,102.0,10,0,"40"" centek ct-8640",1,0.0,0.0,0.0,0.0,3,0,0.0
12900.0,4,0.0,0.0,0.0,0.0,0.0,6.5,12.0,1,0.0,0.0,0.0,0.0,0.0,3000,3,1.0,200.0,0,60.0,1.0,81.0,10,0,"32"" centek ct-8632",1,0.0,0.0,0.0,0.0,3,0,0.0
219990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,6,1.0,0.0,0,0.0,1.0,0.0,0,6,"65"" lg oled65b3rla.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
154990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,6,1.0,0.0,0,0.0,1.0,0.0,0,6,"55"" lg oled55b3rla.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
279990.0,4,0.0,0.0,0.0,0.0,55.3,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,11,1.0,0.0,0,0.0,0.0,0.0,0,6,"86"" lg 86qned816ra.arub",0,0.0,0.0,0.0,0.0,6,15,0.0
159990.0,4,0.0,0.0,0.0,0.0,33.3,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,9,0.0,0.0,0,0.0,0.0,0.0,0,6,"75"" lg 75ur91006la.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
133990.0,4,0.0,0.0,0.0,0.0,31.4,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,10,0.0,0.0,0,0.0,0.0,0.0,0,6,"75"" lg 75ur81006lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
125990.0,4,0.0,0.0,0.0,0.0,31.4,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,10,0.0,0.0,0,0.0,1.0,0.0,0,6,"75"" lg 75ur78006lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
125990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,10,1.0,0.0,0,0.0,0.0,0.0,0,6,"75"" lg 75ur78001lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
99990.0,4,0.0,0.0,0.0,0.0,23.6,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0,6,"65"" lg 65ur91006la.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
89990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,1.0,0.0,0,0.0,0.0,0.0,0,6,"65"" lg 65ur81009lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
89990.0,4,0.0,0.0,0.0,0.0,21.4,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0,6,"65"" lg 65ur81006lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
84990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" lg 65ur78009ll.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
79990.0,4,0.0,0.0,0.0,0.0,21.4,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,1.0,0.0,0,6,"65"" lg 65ur78006lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
79990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,7,1.0,0.0,0,0.0,0.0,0.0,0,6,"65"" lg 65ur78001lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
199990.0,4,0.0,0.0,1.0,0.0,31.1,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,10,1.0,0.0,20,0.0,0.0,0.0,0,6,"65"" lg 65qned876ra.arub",0,0.0,0.0,0.0,0.0,6,15,0.0
77990.0,4,0.0,0.0,0.0,0.0,15.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0,6,"55"" lg 55ur91006la.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
71990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,6,"55"" lg 55ur81009lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
71990.0,4,0.0,0.0,0.0,0.0,14.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0,6,"55"" lg 55ur81006lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
64990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" lg 55ur78009ll.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
61990.0,4,0.0,0.0,0.0,0.0,14.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,1.0,0.0,0,6,"55"" lg 55ur78006lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
61990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,6,"55"" lg 55ur78001lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
109990.0,4,0.0,0.0,0.0,0.0,16.3,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,7,1.0,0.0,0,0.0,1.0,0.0,0,6,"55"" lg 55qned816ra.arub",0,0.0,0.0,0.0,0.0,6,15,0.0
229990.0,4,0.0,1.0,0.0,0.0,21.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,6,1.0,0.0,0,0.0,0.0,0.0,0,6,"55"" lg 55lx1q6la.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
54990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,6,"50"" lg 50ur81009lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
54990.0,4,0.0,0.0,0.0,0.0,12.1,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,6,"50"" lg 50ur81006lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
52990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" lg 50ur78009ll.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
49990.0,4,0.0,0.0,0.0,0.0,11.7,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,0.0,0.0,0,0.0,1.0,0.0,0,6,"50"" lg 50ur78006lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
49990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,6,"50"" lg 50ur78001lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
89990.0,4,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,6,"50"" lg 50qned816ra.arub",0,0.0,0.0,0.0,0.0,6,15,0.0
174990.0,4,0.0,1.0,0.0,0.0,17.2,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,6,1.0,0.0,0,0.0,0.0,0.0,0,6,"48"" lg 48lx1q6la.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
52990.0,4,0.0,0.0,0.0,0.0,9.3,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,6,"43"" lg 43ur91006la.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
49990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,11,1.0,0.0,0,0.0,0.0,0.0,0,6,"43"" lg 43ur81009lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
49990.0,4,0.0,0.0,0.0,0.0,8.9,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,6,"43"" lg 43ur81006lj.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
47990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" lg 43ur78009ll.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
44990.0,4,0.0,0.0,0.0,0.0,8.9,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,0.0,0.0,0,0.0,1.0,0.0,0,6,"43"" lg 43ur78006lk.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
44990.0,4,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,6,0,0,0.0,0.0,0.0,0.0,6,0,0.0
22990.0,4,0.0,0.0,0.0,0.0,4.85,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,0,"32"" lg 32lq570b6la.arub",0,0.0,0.0,0.0,0.0,6,0,1.0
22490.0,4,0.0,1.0,0.0,0.0,5.4,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,5,"40"" hisense 40a4k",0,0.0,0.0,0.0,0.0,6,0,1.0
15990.0,4,0.0,1.0,0.0,0.0,3.7,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,5,"32"" hisense 32a4k",0,0.0,0.0,0.0,0.0,6,0,1.0
19320.0,4,0.0,1.0,0.0,0.0,6.58,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,1,"43"" blackton bt 43s04b",0,8.0,1.5,0.0,0.0,6,0,0.0
17890.0,4,0.0,1.0,0.0,0.0,5.6,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,7,"39"" blackton bt 39s05b",0,8.0,1.5,0.0,0.0,6,0,0.0
13090.0,4,0.0,1.0,0.0,0.0,3.7,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,7,"32"" blackton bt 32s06b",0,8.0,1.5,0.0,0.0,6,0,0.0
78990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,6,0.0,0.0,0,0.0,1.0,0.0,0,2,"65"" grundig 65 ghu 7930",0,16.0,2.0,0.0,0.0,6,0,1.0
64990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,2,0.0,0.0,0,0.0,1.0,0.0,0,2,"55"" grundig 55 ghu 7930",0,16.0,2.0,0.0,0.0,6,0,1.0
55990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,2,0.0,0.0,0,0.0,1.0,0.0,0,2,"50"" grundig 50 ghu 7930",0,16.0,2.0,0.0,0.0,6,0,1.0
45990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,2,0.0,0.0,0,0.0,1.0,0.0,0,2,"43"" grundig 43 ghu 7930",0,16.0,2.0,0.0,0.0,6,0,1.0
119990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,9,0.0,0.0,0,0.0,1.0,0.0,0,1,"75"" grundig 75 ghu 7830",0,16.0,2.0,0.0,0.0,6,0,1.0
84990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,6,0.0,0.0,0,0.0,1.0,0.0,0,1,"65"" grundig 65 ghu 7830",0,16.0,2.0,0.0,0.0,6,0,1.0
54990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,2,0.0,0.0,0,0.0,1.0,0.0,0,1,"55"" grundig 55 ghu 7830",0,16.0,2.0,0.0,0.0,6,0,1.0
49990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,2,0.0,0.0,0,0.0,1.0,0.0,0,1,"50"" grundig 50 ghu 7830",0,16.0,2.0,0.0,0.0,6,0,1.0
41990.0,4,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,2,0.0,0.0,0,0.0,1.0,0.0,0,1,"43"" grundig 43 ghu 7830",0,16.0,2.0,0.0,0.0,6,0,1.0
109990.0,4,1.0,1.0,0.0,0.0,22.7,8.5,12.0,3,0.0,0.0,1.0,1.0,1.0,5000,9,0.0,300.0,0,60.0,1.0,190.0,10,1,"75"" haier smart tv s1",1,0.0,8.0,0.0,0.0,3,0,1.0
48990.0,4,1.0,1.0,0.0,0.0,16.3,6.5,12.0,3,0.0,0.0,1.0,1.0,1.0,6000,9,0.0,300.0,0,60.0,1.0,165.0,10,1,"65"" haier smart tv s1",1,0.0,8.0,0.0,0.0,3,0,1.0
10840.0,4,0.0,0.0,0.0,0.0,3.3,8.0,12.0,1,0.0,0.0,0.0,0.0,0.0,3000,2,1.0,200.0,0,60.0,0.0,81.0,13,0,"32"" blackton bt 3210b",1,0.0,0.0,0.0,0.0,1,0,0.0
10840.0,0,0.0,1.0,0.0,0.0,3.5,8.0,12.0,1,0.0,0.0,0.0,0.0,0.0,3000,2,1.0,200.0,0,60.0,0.0,81.0,13,0,"32"" blackton bt 3202b",1,0.0,0.0,0.0,0.0,1,0,0.0
22300.0,0,0.0,0.0,0.0,1.0,3.8,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,1.0,0.0,0,0,"32"" samsung ue32n4000auxce",0,0.0,0.0,0.0,0.0,6,0,0.0
111990.0,4,0.0,0.0,1.0,0.0,19.5,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,1.0,0.0,20,0.0,1.0,0.0,0,0,"55"" lg 55qned876qb.adkg",0,0.0,0.0,0.0,0.0,6,3,0.0
79990.0,4,0.0,0.0,0.0,0.0,16.3,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,1.0,0.0,0,0.0,1.0,0.0,0,0,"55"" lg 55qned7s6qa.adkg",0,0.0,0.0,0.0,0.0,6,15,0.0
339990.0,0,0.0,1.0,1.0,0.0,38.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,10,1.0,0.0,20,0.0,1.0,0.0,0,6,"75"" lg 75qned996pb.adkg",0,0.0,0.0,0.0,0.0,6,0,0.0
9490.0,4,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,12,0.0,0.0,0,0.0,0.0,0.0,0,8,"23.6"" bbk 24lex-7288/ts2c (w)",0,8.0,1.0,4.4,0.0,6,0,0.0
41300.0,4,0.0,1.0,0.0,0.0,11.9,6.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,1.0,280.0,0,60.0,1.0,140.0,2,1,"55"" maunfeld mlt55usd02",1,8.0,1.5,0.0,0.0,3,0,0.0
23910.0,4,0.0,0.0,0.0,0.0,6.5,9.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,0.0,200.0,0,60.0,0.0,109.0,2,0,"43"" maunfeld mlt43usd02",1,8.0,1.0,0.0,0.0,3,0,0.0
21730.0,4,0.0,1.0,0.0,0.0,6.2,8.0,12.0,2,0.0,0.0,1.0,1.0,0.0,1200,3,1.0,200.0,0,60.0,0.0,109.0,2,8,"43"" maunfeld mlt43fsx02",1,8.0,1.0,0.0,0.0,6,0,0.0
22560.0,4,0.0,1.0,0.0,0.0,6.5,8.0,12.0,2,0.0,0.0,1.0,1.0,0.0,1200,3,1.0,200.0,0,60.0,0.0,109.0,2,0,"43"" maunfeld mlt43fsd02",1,8.0,1.0,0.0,0.0,3,0,0.0
15210.0,4,0.0,1.0,0.0,0.0,3.5,6.5,12.0,1,0.0,0.0,1.0,1.0,0.0,3000,3,1.0,200.0,0,60.0,0.0,81.0,2,0,"32"" maunfeld mlt32hsd02",1,8.0,1.0,0.0,0.0,3,0,0.0
41300.0,4,0.0,0.0,0.0,0.0,11.9,6.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,0.0,280.0,0,60.0,0.0,140.0,2,8,"55"" maunfeld mlt55usx02",1,8.0,1.5,0.0,0.0,3,0,0.0
15210.0,4,0.0,0.0,0.0,0.0,3.5,6.5,12.0,1,0.0,0.0,1.0,1.0,0.0,3000,3,0.0,200.0,0,60.0,0.0,81.0,2,0,"32"" maunfeld mlt32hsx02",1,8.0,1.0,0.0,0.0,3,0,0.0
10860.0,4,0.0,1.0,0.0,0.0,2.25,8.5,12.0,1,0.0,0.0,0.0,0.0,0.0,3000,2,0.0,200.0,0,60.0,0.0,61.0,2,0,"24"" maunfeld mlt24h01",1,0.0,0.0,0.0,0.0,3,0,0.0
31920.0,4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,1,"55"" telefunken tf-led55s25t2su(черный)\h",0,8.0,1.5,0.0,0.0,6,0,0.0
21990.0,4,0.0,0.0,0.0,0.0,3.25,0.0,24.0,0,0.0,0.0,1.0,1.0,0.0,0,12,0.0,0.0,0,0.0,0.0,0.0,0,0,"24"" lg 24tq520s-pz",0,0.0,0.0,5.0,0.0,6,0,0.0
83990.0,4,0.0,1.0,0.0,1.0,24.7,6.5,12.0,3,0.0,0.0,1.0,1.0,1.0,6000,9,0.0,350.0,0,60.0,0.0,190.0,2,8,"75"" hyundai h-led75bu7005",1,8.0,1.5,0.0,0.0,3,0,1.0
286990.0,0,0.0,0.0,1.0,0.0,22.7,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,9,1.0,0.0,0,0.0,1.0,0.0,0,4,"65"" samsung qe65qn800buxce",0,0.0,0.0,0.0,0.0,6,0,0.0
94990.0,4,0.0,0.0,0.0,0.0,11.8,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,4,"50"" samsung qe50ls03bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
48990.0,4,1.0,1.0,0.0,1.0,25.1,6.5,12.0,3,0.0,0.0,1.0,1.0,1.0,6000,6,1.0,350.0,0,60.0,1.0,165.0,2,1,"65"" hyundai h-led65bu7006",1,8.0,1.5,0.0,0.0,3,0,1.0
33990.0,4,1.0,1.0,0.0,1.0,14.8,6.5,12.0,3,0.0,0.0,1.0,1.0,1.0,5000,3,1.0,350.0,0,60.0,1.0,140.0,2,1,"55"" hyundai h-led55bu7006",1,8.0,1.5,4.0,0.0,3,0,1.0
28990.0,4,1.0,1.0,0.0,1.0,8.8,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,1,"50"" hyundai h-led50bu7006",0,8.0,1.5,5.0,0.0,6,0,1.0
339100.0,4,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,7,0.0,0.0,20,0.0,0.0,0.0,0,0,"65"" sony xr-65a83k",0,0.0,0.0,0.0,0.0,6,0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" sony xr-65a75k",0,0.0,0.0,0.0,0.0,6,0,0.0
230150.0,4,1.0,0.0,0.0,0.0,17.8,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,7,1.0,0.0,0,0.0,0.0,0.0,0,0,"55"" sony xr-55a75k",0,16.0,0.0,0.0,0.0,6,15,0.0
11990.0,4,0.0,1.0,0.0,1.0,4.7,6.5,12.0,1,0.0,0.0,1.0,1.0,0.0,3000,3,0.0,200.0,0,60.0,0.0,81.0,2,7,"32"" hyundai h-led32bs5102",1,8.0,1.0,0.0,0.0,3,0,1.0
10990.0,4,0.0,1.0,0.0,1.0,2.9,8.5,12.0,1,0.0,0.0,1.0,1.0,0.0,3000,2,0.0,200.0,0,60.0,0.0,61.0,2,7,"24"" hyundai h-led24bs5102",1,8.0,1.0,0.0,0.0,3,0,1.0
57990.0,4,1.0,1.0,0.0,0.0,18.5,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,6,1.0,0.0,0,0.0,1.0,0.0,0,1,"65"" harper 65q850ts",0,8.0,1.5,0.0,0.0,6,0,1.0
17590.0,4,1.0,1.0,0.0,0.0,6.3,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,0,"43"" harper 43f660t",0,0.0,0.0,0.0,0.0,6,0,1.0
124250.0,0,0.0,0.0,1.0,0.0,9.2,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,20,0.0,1.0,0.0,0,4,"43"" samsung qe43qn90bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
